Yield_CT,Yield_NT,Yield_change,NT_effect,Latitude,Longitude,Crop,Years_NT,Crop_rotation_CT,Crop_rotation_NT,Soil_cover_CT,Soil_cover_NT,Weed_pest_control_CT,Weed_pest_control_NT,P,E,PB,Tave,Tmax,Tmin,ST
2600,3600,0.3846,Yes,35.18,-102.08,sorghum,6,0,0,1,1,1,1,317.2,539.526,-222.326,22.06,33.18162,10.80618,Loam
3200,4180,0.3063,Yes,35.18,-102.08,sorghum,7,0,0,1,1,1,1,343.2,541.615,-198.415,22.66,35.1396,12.22302,Loam
2320,3320,0.431,Yes,35.18,-102.08,sorghum,8,0,0,1,1,1,1,369.9,501.681,-131.781,21.56,33.92281,10.25555,Loam
2870,1990,-0.3066,No,35.18,-102.08,wheat.winter,3,0,0,1,1,1,1,349.1,575.219,-226.119,12.95556,31.10949,-6.43165,Loam
1850,1460,-0.2108,No,35.18,-102.08,wheat.winter,4,0,0,1,1,1,1,520.1,568.23,-48.13,12.84444,29.11494,-3.41678,Loam
3800,3260,-0.1421,No,35.18,-102.08,wheat.winter,5,0,0,1,1,1,1,303.8,588.327,-284.527,12.24444,31.3493,-4.446,Loam
1510,2070,0.3709,Yes,35.18,-102.08,wheat.winter,6,0,0,1,1,1,1,412,593.079,-181.079,12.77778,35.1396,-4.95282,Loam
2110,1910,-0.0948,No,35.18,-102.08,wheat.winter,7,0,0,1,1,1,1,365.7,561.391,-195.691,13.21111,29.86785,-2.15497,Loam
280,800,1.8571,Yes,35.18,-102.08,wheat.winter,8,0,0,1,1,1,1,167.2,596.24,-429.04,13.71111,32.22011,-6.12318,Loam
870,1020,0.1724,Yes,33.69,-101.83,cotton,1,0,0,0,1,1,1,480,551.749,-71.749,22.01667,32.33449,8.65994,Sandy loam
460,630,0.3696,Yes,33.69,-101.83,cotton,2,0,0,0,1,1,1,327.2,548.268,-221.068,22.05,32.34307,8.85255,Sandy loam
8752,7706,-0.1195,No,40.92,-90.72,maize,17,0,0,0,1,NA,NA,447.6,559.736,-112.136,20.8,34.64616,4.47773,Loam
10128,8202,-0.1902,No,40.92,-90.72,maize,18,0,0,0,1,NA,NA,327.5,532.572,-205.072,20.36667,29.63297,5.49323,Loam
14862,13266,-0.1074,No,40.92,-90.72,maize,19,0,0,0,1,NA,NA,707.4,511.805,195.595,19.48333,28.84338,6.25713,Loam
15303,14642,-0.0432,No,40.92,-90.72,maize,20,0,0,0,1,NA,NA,717.9,509.583,208.317,20.45,29.30252,7.53122,Loam
13596,14202,0.0446,Yes,40.92,-90.72,maize,17,1,1,0,1,NA,NA,447.6,559.736,-112.136,20.8,34.64616,4.47773,Loam
13211,12440,-0.0584,No,40.92,-90.72,maize,18,1,1,0,1,NA,NA,327.5,532.572,-205.072,20.36667,29.63297,5.49323,Loam
15028,13651,-0.0916,No,40.92,-90.72,maize,19,1,1,0,1,NA,NA,707.4,511.805,195.595,19.48333,28.84338,6.25713,Loam
15138,14807,-0.0219,No,40.92,-90.72,maize,20,1,1,0,1,NA,NA,717.9,509.583,208.317,20.45,29.30252,7.53122,Loam
14147,14202,0.0039,Yes,40.92,-90.72,maize,17,1,1,0,1,NA,NA,447.6,559.736,-112.136,20.8,34.64616,4.47773,Loam
14532,13156,-0.0947,No,40.92,-90.72,maize,18,1,1,0,1,NA,NA,327.5,532.572,-205.072,20.36667,29.63297,5.49323,Loam
15083,13266,-0.1205,No,40.92,-90.72,maize,19,1,1,0,1,NA,NA,707.4,511.805,195.595,19.48333,28.84338,6.25713,Loam
15578,15193,-0.0247,No,40.92,-90.72,maize,20,1,1,0,1,NA,NA,717.9,509.583,208.317,20.45,29.30252,7.53122,Loam
4404,4239,-0.0375,No,40.92,-90.72,soybean,17,1,1,0,1,NA,NA,447.6,559.736,-112.136,20.8,34.64616,4.47773,Loam
4018,3853,-0.0411,No,40.92,-90.72,soybean,18,1,1,0,1,NA,NA,327.5,532.572,-205.072,20.36667,29.63297,5.49323,Loam
4239,3908,-0.0781,No,40.92,-90.72,soybean,19,1,1,0,1,NA,NA,707.4,511.805,195.595,19.48333,28.84338,6.25713,Loam
5284,4789,-0.0937,No,40.92,-90.72,soybean,20,1,1,0,1,NA,NA,717.9,509.583,208.317,20.45,29.30252,7.53122,Loam
4285,3798,-0.1137,No,40.92,-90.72,soybean,17,0,0,0,1,NA,NA,447.6,559.736,-112.136,20.8,34.64616,4.47773,Loam
3578,3523,-0.0154,No,40.92,-90.72,soybean,18,0,0,0,1,NA,NA,327.5,532.572,-205.072,20.36667,29.63297,5.49323,Loam
4239,3963,-0.0651,No,40.92,-90.72,soybean,19,0,0,0,1,NA,NA,707.4,511.805,195.595,19.48333,28.84338,6.25713,Loam
4789,4459,-0.0689,No,40.92,-90.72,soybean,20,0,0,0,1,NA,NA,717.9,509.583,208.317,20.45,29.30252,7.53122,Loam
6936,5890,-0.1508,No,40.92,-90.72,wheat.winter,17,1,1,0,1,NA,NA,794.9,573.735,221.165,11.62,28.99329,-8.35604,Loam
3743,3534,-0.0558,No,40.92,-90.72,wheat.winter,18,1,1,0,1,NA,NA,860.4,566.135,294.265,9.56,28.34568,-14.07199,Loam
4789,5119,0.0689,Yes,40.92,-90.72,wheat.winter,19,1,1,0,1,NA,NA,901.2,572.522,328.678,10.72,29.30252,-13.9032,Loam
3138,2862,-0.088,No,40.92,-90.72,wheat.winter,20,1,1,0,1,NA,NA,983.6,599.037,384.563,13.72,30.52077,-8.00098,Loam
9386,9150,-0.0251,No,40.7,-94.35,maize,9,0,0,NA,NA,NA,NA,729.399971,568.5436623,160.856,20.98333327,29.9216092,7.987771311,Loam
11309,11339,0.0027,Yes,42.07,-94.85,maize,10,0,0,NA,NA,NA,NA,447.4,528.906,-81.506,18.46667,31.16765,1.95897,Loam
9760,9463,-0.0304,No,42.07,-94.85,maize,9,0,0,NA,NA,NA,NA,707.8000107,538.9309508,168.869,20.41666635,29.08774296,5.736031809,Loam
9932,9673,-0.0261,No,42.43,-92.85,maize,9,0,0,NA,NA,NA,NA,674.299984,511.1500178,163.15,19.03333314,28.65195588,5.909254013,Loam
12043,11545,-0.0414,No,42.43,-92.85,maize,10,0,0,NA,NA,NA,NA,499.9,529.12,-29.22,18.03333,30.45613,2.28318,Loam
11121,10870,-0.0226,No,42.07,-91.67,maize,10,0,0,NA,NA,NA,NA,432.6,538.349,-105.749,18.55,31.00652,2.87896,Loam
10559,10299,-0.0246,No,42.07,-91.67,maize,9,0,0,NA,NA,NA,NA,753.7999878,526.6657331,227.134,19.41666667,28.78844624,6.082903954,Loam
3618,2505,-0.3076,No,43.3,-89.35,soybean,2,0,0,0,1,1,1,448.2,350.139,98.061,16.12,25.14502,2.89311,Loam
8880,8730,-0.0169,No,42.87,-80.52,maize,1,0,0,0,1,1,1,541.1,542.27,-1.17,15.45,24.91466,4.70061,Sandy loam
6250,6380,0.0208,Yes,42.87,-80.52,maize,2,0,0,0,1,1,1,264.3,585.537,-321.237,17.61667,26.51865,6.44425,Sandy loam
2220,3880,0.7477,Yes,42.87,-80.52,maize,3,0,0,0,1,1,1,415.5,591.695,-176.195,17.01667,28.8529,5.31679,Sandy loam
4420,4123,-0.0672,No,25.35,82.97,wheat.winter,2,0,0,NA,NA,1,1,70.2,479.659,-409.459,28.58,38.24305,10.03353,Loam
2190,3740,0.7078,Yes,50.24,-113.15,wheat.winter,1,0,0,NA,NA,0,0,384.6,557.414,-172.814,6.83333,27.04705,-18.06313,Loam
910,200,-0.7802,No,50.24,-113.15,wheat.winter,2,0,0,NA,NA,1,1,524.6,533.912,-9.312,6.34167,24.29324,-12.86647,Loam
1620,660,-0.5926,No,50.24,-113.15,wheat.winter,3,0,0,NA,NA,1,1,368.3,529.115,-160.815,4.98333,28.33247,-20.05344,Loam
450,100,-0.7778,No,50.24,-113.15,wheat.winter,4,0,0,NA,NA,1,1,414.5,539.329,-124.829,5.125,25.90855,-16.85497,Loam
1370,950,-0.3066,No,50.24,-113.15,wheat.winter,5,0,0,NA,NA,1,1,447.4,558.456,-111.056,7.79167,28.18016,-16.50908,Loam
580,130,-0.7759,No,50.24,-113.15,wheat.winter,2,0,0,NA,NA,1,1,524.6,533.912,-9.312,6.34167,24.29324,-12.86647,Loam
880,290,-0.6705,No,50.24,-113.15,wheat.winter,2,0,0,NA,NA,1,1,524.6,533.912,-9.312,6.34167,24.29324,-12.86647,Loam
1080,190,-0.8241,No,50.24,-113.15,wheat.winter,2,0,0,NA,NA,1,1,524.6,533.912,-9.312,6.34167,24.29324,-12.86647,Loam
12890,11240,-0.128,No,52.43,16.9,maize,9,0,0,0,1,1,1,288.4,390.685,-102.285,14.18571,25.82863,4.04374,Sandy loam
12780,8670,-0.3216,No,52.43,16.9,maize,10,0,0,0,1,1,1,271.8,418.851,-147.051,14.98571,25.59155,2.9699,Sandy loam
13810,11870,-0.1405,No,52.43,16.9,maize,11,0,0,0,1,1,1,310,421.681,-111.681,15.87143,30.38798,4.35968,Sandy loam
21530,19500,-0.0943,No,52.43,16.9,maize,12,0,0,0,1,1,1,336.2,411.782,-75.582,14.67143,24.48665,3.57502,Sandy loam
12240,10270,-0.1609,No,52.43,16.9,maize,13,0,0,0,1,1,1,301.3,400.28,-98.98,14.67143,25.6385,4.06182,Sandy loam
13590,12030,-0.1148,No,52.43,16.9,maize,14,0,0,0,1,1,1,397.9,419.37,-21.47,14.62857,25.18136,5.0761,Sandy loam
14590,9740,-0.3324,No,52.43,16.9,maize,15,0,0,0,1,1,1,461.7,387.338,74.362,13.87143,27.23653,2.47817,Sandy loam
14300,10590,-0.2594,No,52.43,16.9,maize,16,0,0,0,1,1,1,331.6,415.668,-84.068,15.32857,24.55087,5.82546,Sandy loam
24640,15910,-0.3543,No,52.43,16.9,maize,17,0,0,0,1,1,1,423.3,411.656,11.644,14.54286,24.49335,4.0788,Sandy loam
17080,11470,-0.3285,No,52.43,16.9,maize,18,0,0,0,1,1,1,378.2,407.489,-29.289,14.91429,26.174,4.26026,Sandy loam
15160,11140,-0.2652,No,52.43,16.9,maize,19,0,0,0,1,1,1,416.2,422.759,-6.559,15.64286,27.86493,5.89026,Sandy loam
16960,14810,-0.1268,No,52.43,16.9,maize,20,0,0,0,1,1,1,269.6,413.333,-143.733,14.78571,29.17326,2.91577,Sandy loam
11800,13300,0.1271,Yes,50.62,3.57,maize,14,1,1,0,1,1,1,526.4,393.164,133.236,14.11429,23.12823,4.51994,Loam
7700,8400,0.0909,Yes,50.62,3.57,wheat.winter,12,1,1,0,1,1,1,717.7,420.673,297.027,12.76364,22.1966,3.17683,Loam
7019,6631,-0.0553,No,48.73,8.93,wheat.winter,3,1,1,0,1,1,1,781,467.102,313.898,8.71818,21.32797,-3.01667,Clay loam
6243,5467,-0.1243,No,48.73,8.93,wheat.winter,3,1,1,0,1,1,1,781,467.102,313.898,8.71818,21.32797,-3.01667,Clay loam
4821,3877,-0.1958,No,48.73,8.93,wheat.winter,3,1,1,0,1,1,1,781,467.102,313.898,8.71818,21.32797,-3.01667,Clay loam
2531,1265,-0.5002,No,45.93,17.02,barley.spring,21,1,1,0,1,1,1,627.6,414.538,213.062,16.68,26.95057,8.2764,Loam
8553,6065,-0.2909,No,45.93,17.02,maize,15,1,1,0,1,1,1,527.7,498.005,29.695,16.12857,28.04123,6.77226,Loam
3884,5716,0.4717,Yes,45.93,17.02,maize,19,1,1,0,1,1,1,466.1,518.456,-52.356,17.2,31.69037,6.63699,Loam
3536,2269,-0.3583,No,45.93,17.02,soybean,16,1,1,0,1,1,1,386.9,447.43,-60.53,17.48333,29.11276,7.30111,Loam
3273,2924,-0.1066,No,45.93,17.02,wheat.winter,16,1,1,0,1,1,1,1298.6,524.57,774.03,11.10909,28.40448,-2.26251,Loam
6153,3316,-0.4611,No,45.93,17.02,wheat.winter,19,1,1,0,1,1,1,1120.6,539.132,581.468,11.3,29.08915,-1.38852,Loam
6140,8160,0.329,Yes,-36.5,-63.82,maize,5,1,1,0,1,1,1,400.4,731.247,-330.847,22.1,33.71338,9.23935,Loam
2600,3340,0.2846,Yes,-36.5,-63.82,wheat.winter,5,1,1,0,1,1,1,410.4,437.897,-27.497,13.38571,28.49724,0.06973,Loam
1571,1712,0.0898,Yes,34.18,-101.95,cotton,2,0,0,0,1,1,1,387.2,557.346,-170.146,21.33333,31.97094,8.09325,Loam
969,1047,0.0805,Yes,34.18,-101.95,cotton,2,0,0,0,1,1,1,387.2,557.346,-170.146,21.33333,31.97094,8.09325,Loam
1332,1437,0.0788,Yes,34.18,-101.95,cotton,2,0,0,0,1,1,1,387.2,557.346,-170.146,21.33333,31.97094,8.09325,Loam
837,871,0.0406,Yes,34.18,-101.95,cotton,2,0,0,0,1,1,1,387.2,557.346,-170.146,21.33333,31.97094,8.09325,Loam
1113,1234,0.1087,Yes,34.18,-101.95,cotton,3,0,0,0,1,1,1,370.3,556.641,-186.341,21.4,31.78707,8.3505,Loam
971,991,0.0206,Yes,34.18,-101.95,cotton,3,0,0,0,1,1,1,370.3,556.641,-186.341,21.4,31.78707,8.3505,Loam
612,624,0.0196,Yes,34.18,-101.95,cotton,3,0,0,0,1,1,1,370.3000023,556.6412942,-186.341,21.40000025,31.78707479,8.350496354,Loam
439,380,-0.1344,No,34.18,-101.95,cotton,3,0,0,0,1,1,1,370.3,556.641,-186.341,21.4,31.78707,8.3505,Loam
2800,2500,-0.1071,No,-34.45,-58.67,soybean,13,0,0,NA,NA,1,1,672.3,632.229,40.071,23.25,28.56637,11.96635,Silt loam
3500,2700,-0.2286,No,-34.45,-58.67,soybean,13,0,0,NA,NA,1,1,672.3,632.229,40.071,23.25,28.56637,11.96635,Silt loam
2800,2420,-0.1357,No,-34.45,-58.67,soybean,14,0,0,NA,NA,1,1,902,610.986,291.014,23.53333,29.39312,12.52937,Silt loam
3200,2650,-0.1719,No,-34.45,-58.67,soybean,14,0,0,NA,NA,1,1,902,610.986,291.014,23.53333,29.39312,12.52937,Silt loam
2760,2400,-0.1304,No,-34.45,-58.67,soybean,15,0,0,NA,NA,1,1,547.2,649.417,-102.217,23.5,29.72175,11.01831,Silt loam
3000,2600,-0.1333,No,-34.45,-58.67,soybean,15,0,0,NA,NA,1,1,547.2,649.417,-102.217,23.5,29.72175,11.01831,Silt loam
3300,2700,-0.1818,No,-34.45,-58.67,soybean,13,0,0,NA,NA,1,1,672.3,632.229,40.071,23.25,28.56637,11.96635,Silt loam
2650,2500,-0.0566,No,-34.45,-58.67,soybean,13,0,0,NA,NA,1,1,672.3,632.229,40.071,23.25,28.56637,11.96635,Silt loam
3000,2650,-0.1167,No,-34.45,-58.67,soybean,14,0,0,NA,NA,1,1,902,610.986,291.014,23.53333,29.39312,12.52937,Silt loam
2560,2420,-0.0547,No,-34.45,-58.67,soybean,14,0,0,NA,NA,1,1,902,610.986,291.014,23.53333,29.39312,12.52937,Silt loam
2920,2600,-0.1096,No,-34.45,-58.67,soybean,15,0,0,NA,NA,1,1,547.2,649.417,-102.217,23.5,29.72175,11.01831,Silt loam
2500,2400,-0.04,No,-34.45,-58.67,soybean,15,0,0,NA,NA,1,1,547.2,649.417,-102.217,23.5,29.72175,11.01831,Silt loam
1853,2180,0.1765,Yes,52.28,-108,wheat.winter,4,0,0,0,1,1,1,490.3,462.326,27.974,1.65833,23.79655,-31.42503,Loam
2395,2453,0.0242,Yes,52.28,-108,wheat.winter,4,0,0,0,1,1,1,490.3,462.326,27.974,1.65833,23.79655,-31.42503,Loam
1642,2027,0.2345,Yes,52.28,-108,wheat.winter,10,0,0,0,1,1,1,180.3,544.511,-364.211,5.075,26.86644,-21.81413,Loam
2299,2159,-0.0609,No,52.28,-108,wheat.winter,10,0,0,0,1,1,1,180.3,544.511,-364.211,5.075,26.86644,-21.81413,Loam
1042,1226,0.1766,Yes,52.28,-108,wheat.winter,11,0,0,0,1,1,1,434.6,502.958,-68.358,2.80833,26.69037,-23.59957,Loam
1595,1504,-0.0571,No,52.28,-108,wheat.winter,11,0,0,0,1,1,1,434.6,502.958,-68.358,2.80833,26.69037,-23.59957,Loam
1731,1735,0.0023,Yes,52.28,-108,wheat.winter,12,0,0,0,1,1,1,437.4,496.753,-59.353,3.64167,23.82962,-20.40651,Loam
2276,2656,0.167,Yes,52.28,-108,wheat.winter,13,0,0,0,1,1,1,400.7,496.734,-96.034,3.73333,27.86342,-23.88412,Loam
2408,2705,0.1233,Yes,52.28,-108,wheat.winter,13,0,0,0,1,1,1,400.7,496.734,-96.034,3.73333,27.86342,-23.88412,Loam
6310,6240,-0.0111,No,-27.78,-50.3,maize,1,1,1,0,0,NA,NA,994.9,634.678,360.222,22.91667,27.469,12.71711,Clay
6400,5860,-0.0844,No,-27.78,-50.3,maize,2,1,1,0,0,NA,NA,1220.1,617.722,602.378,22.71667,26.71177,12.57553,Clay
3230,2980,-0.0774,No,-27.78,-50.3,soybean,1,1,1,0,0,NA,NA,994.9,634.678,360.222,22.91667,27.469,12.71711,Clay
3070,2270,-0.2606,No,-27.78,-50.3,soybean,2,1,1,0,0,NA,NA,1220.1,617.722,602.378,22.71667,26.71177,12.57553,Clay
2364,2245,-0.0503,No,46.4,6.23,wheat.winter,7,1,1,0,1,1,1,1402.8,500.95,901.85,8.96364,21.53454,-1.35621,Loam
1973,2619,0.3274,Yes,46.4,6.23,wheat.winter,7,1,1,0,1,1,1,1402.8,500.95,901.85,8.96364,21.53454,-1.35621,Loam
2585,3742,0.4476,Yes,46.4,6.23,wheat.winter,7,1,1,0,1,1,1,1402.8,500.95,901.85,8.96364,21.53454,-1.35621,Loam
2279,2670,0.1716,Yes,46.4,6.23,wheat.winter,7,1,1,0,1,1,1,1402.8,500.95,901.85,8.96364,21.53454,-1.35621,Loam
2024,2908,0.4368,Yes,46.4,6.23,wheat.winter,7,1,1,0,1,1,1,1402.8,500.95,901.85,8.96364,21.53454,-1.35621,Loam
2075,2143,0.0328,Yes,46.4,6.23,wheat.winter,7,1,1,0,1,1,1,1402.8,500.95,901.85,8.96364,21.53454,-1.35621,Loam
2415,3469,0.4364,Yes,46.4,6.23,wheat.winter,7,1,1,0,1,1,1,1402.8,500.95,901.85,8.96364,21.53454,-1.35621,Loam
1820,2313,0.2709,Yes,46.4,6.23,wheat.winter,7,1,1,0,1,1,1,1402.8,500.95,901.85,8.96364,21.53454,-1.35621,Loam
2721,1174,-0.5685,No,46.4,6.23,wheat.winter,8,1,1,0,1,1,1,1228.9,541.772,687.128,9.71818,26.70192,-2.48785,Loam
3010,1156,-0.6159,No,46.4,6.23,wheat.winter,8,1,1,0,1,1,1,1228.9,541.772,687.128,9.71818,26.70192,-2.48785,Loam
3401,1973,-0.4199,No,46.4,6.23,wheat.winter,8,1,1,0,1,1,1,1228.9,541.772,687.128,9.71818,26.70192,-2.48785,Loam
3027,918,-0.6967,No,46.4,6.23,wheat.winter,8,1,1,0,1,1,1,1228.9,541.772,687.128,9.71818,26.70192,-2.48785,Loam
3435,1531,-0.5543,No,46.4,6.23,wheat.winter,8,1,1,0,1,1,1,1228.9,541.772,687.128,9.71818,26.70192,-2.48785,Loam
2755,986,-0.6421,No,46.4,6.23,wheat.winter,8,1,1,0,1,1,1,1228.9,541.772,687.128,9.71818,26.70192,-2.48785,Loam
3248,2330,-0.2826,No,46.4,6.23,wheat.winter,8,1,1,0,1,1,1,1228.9,541.772,687.128,9.71818,26.70192,-2.48785,Loam
2976,1327,-0.5541,No,46.4,6.23,wheat.winter,8,1,1,0,1,1,1,1228.9,541.772,687.128,9.71818,26.70192,-2.48785,Loam
3912,459,-0.8827,No,46.4,6.23,wheat.winter,8,1,1,0,1,1,1,1228.9,541.772,687.128,9.71818,26.70192,-2.48785,Loam
3503,816,-0.7671,No,46.4,6.23,wheat.winter,9,1,1,0,1,1,1,1231.8,508.93,722.87,9.26364,23.63038,-0.91713,Loam
4184,4320,0.0325,Yes,46.4,6.23,wheat.winter,9,1,1,0,1,1,1,1231.8,508.93,722.87,9.26364,23.63038,-0.91713,Loam
2840,323,-0.8863,No,46.4,6.23,wheat.winter,9,1,1,0,1,1,1,1231.8,508.93,722.87,9.26364,23.63038,-0.91713,Loam
3554,1259,-0.6458,No,46.4,6.23,wheat.winter,9,1,1,0,1,1,1,1231.8,508.93,722.87,9.26364,23.63038,-0.91713,Loam
3707,323,-0.9129,No,46.4,6.23,wheat.winter,9,1,1,0,1,1,1,1231.8,508.93,722.87,9.26364,23.63038,-0.91713,Loam
4286,2262,-0.4722,No,46.4,6.23,wheat.winter,9,1,1,0,1,1,1,1231.8,508.93,722.87,9.26364,23.63038,-0.91713,Loam
2857,289,-0.8988,No,46.4,6.23,wheat.winter,9,1,1,0,1,1,1,1231.8,508.93,722.87,9.26364,23.63038,-0.91713,Loam
967,770,-0.2037,No,34.58,-81.55,cotton,1,0,0,NA,NA,1,1,632.6,465.156,167.444,23.2,34.36752,13.78289,Loam
1770,1323,-0.2525,No,34.58,-81.55,cotton,2,0,0,NA,NA,1,1,778.1,452.127,325.973,22.16667,31.58827,10.56073,Loam
498,559,0.1225,Yes,34.48,-80.22,cotton,1,0,0,NA,NA,1,1,566.5,586.302,-19.802,23.96667,33.73912,13.67596,Loam
910,746,-0.1802,No,34.48,-80.22,cotton,2,0,0,NA,NA,1,1,684.9,583.839,101.061,22.93333,31.09585,11.04296,Loam
7465.295751,6657.86,-0.1082,No,40.52,-98.06,maize,5,0,0,0,0,1,1,282.7,580.822,-298.122,20.46667,33.1505,5.02765,Loam
8137.622732,8743.467618,0.0744,Yes,40.52,-98.06,maize,6,0,0,0,0,1,1,600.3,536.187,64.113,18.8,30.63168,4.48174,Loam
6120.641791,5985.53302,-0.0221,No,40.52,-98.06,maize,7,0,0,0,0,1,1,603.1,513.386,89.714,18.78333,32.13759,6.28692,Loam
9146.649348,9617.385463,0.0515,Yes,40.52,-98.06,maize,8,0,0,0,0,1,1,565.7,554.054,11.646,20.3,35.41029,6.61514,Loam
12846.05618,12643.39302,-0.0158,No,40.52,-98.06,maize,9,0,0,0,0,1,1,413.6,572.305,-158.705,19.5,33.12348,5.74753,Loam
11164.70258,11567.88431,0.0361,Yes,40.52,-98.06,maize,12,0,0,0,0,1,1,492.5,572.699,-80.199,19.75,33.60631,1.71847,Loam
11231.18467,12240.21129,0.0898,Yes,40.52,-98.06,maize,13,0,0,0,0,1,1,376.7,571.233,-194.533,20.46667,32.92349,2.88252,Loam
10491.30331,11635.4387,0.1091,Yes,40.52,-98.06,maize,14,0,0,0,0,1,1,530,525.675,4.325,19,31.65058,4.48831,Loam
10222.15806,11097.14819,0.0856,Yes,40.52,-98.06,maize,15,0,0,0,0,1,1,546.3,563.897,-17.597,19.8,31.05623,4.28486,Loam
10155.67596,11971.06604,0.1788,Yes,40.52,-98.06,maize,16,0,0,0,0,1,1,359.8,547.163,-187.363,20.51667,33.44086,3.20611,Loam
5500,5400,-0.0182,No,42.7,13.87,wheat.winter,6,0,0,0,1,1,1,622.9,575.759,47.141,15,24.93683,-1.25412,Loam
3300,3200,-0.0303,No,42.7,13.87,wheat.winter,7,0,0,0,1,1,1,655.1,597.779,57.321,15.16667,25.79672,-2.80289,Loam
5500,6100,0.1091,Yes,42.7,13.87,wheat.winter,6,0,0,0,1,1,1,622.9,575.759,47.141,15,24.93683,-1.25412,Loam
3200,3300,0.0313,Yes,42.7,13.87,wheat.winter,7,0,0,0,1,1,1,655.1,597.779,57.321,15.16667,25.79672,-2.80289,Loam
9470,4050,-0.5723,No,45.05,11.88,maize,8,1,1,0,1,1,1,310,568.509,-258.509,21.25,33.94712,8.06742,Loam
5940,6120,0.0303,Yes,55.94,-3.21,barley.winter,2,0,0,0,0,1,1,739.3,259.214,480.086,6.33333,15.01892,-4.70432,Sandy loam
5730,5550,-0.0314,No,55.94,-3.21,barley.winter,2,0,0,0,0,1,1,739.3,259.214,480.086,6.33333,15.01892,-4.70432,Sandy loam
5550,5310,-0.0432,No,55.94,-3.21,barley.winter,2,0,0,0,0,1,1,739.3,259.214,480.086,6.33333,15.01892,-4.70432,Sandy loam
5810,5400,-0.0706,No,55.94,-3.21,barley.winter,2,0,0,0,0,1,1,739.3,259.214,480.086,6.33333,15.01892,-4.70432,Sandy loam
6670,5420,-0.1874,No,55.94,-3.21,barley.winter,2,0,0,0,0,1,1,739.3,259.214,480.086,6.33333,15.01892,-4.70432,Sandy loam
5370,4090,-0.2384,No,55.94,-3.21,barley.winter,2,0,0,0,0,1,1,739.3,259.214,480.086,6.33333,15.01892,-4.70432,Sandy loam
2594,2585,-0.0035,No,53.02,-106.4,wheat.spring,3,0,0,0,1,1,1,327.9,366.735,-38.835,13.3,21.79406,1.3617,Silt loam
2425,2407,-0.0074,No,53.02,-106.4,wheat.spring,3,0,0,0,1,1,1,327.9,366.735,-38.835,13.3,21.79406,1.3617,Silt loam
1528,1493,-0.0229,No,53.02,-106.4,wheat.spring,3,0,0,0,1,1,1,327.9,366.735,-38.835,13.3,21.79406,1.3617,Silt loam
2278,2207,-0.0312,No,53.02,-106.4,wheat.spring,3,0,0,0,1,1,1,327.9,366.735,-38.835,13.3,21.79406,1.3617,Silt loam
1879,1815,-0.0341,No,53.02,-106.4,wheat.spring,3,0,0,0,1,1,1,327.9,366.735,-38.835,13.3,21.79406,1.3617,Silt loam
992,911,-0.0817,No,53.02,-106.4,wheat.spring,3,0,0,0,1,1,1,327.9,366.735,-38.835,13.3,21.79406,1.3617,Silt loam
5590,6130,0.0966,Yes,51.65,-1.64,wheat.winter,2,0,0,0,0,1,1,658.8,351.528,307.272,9.31,20.71284,-1.01262,Loam
6960,7860,0.1293,Yes,51.65,-1.64,wheat.winter,2,0,0,0,0,1,1,658.8,351.528,307.272,9.31,20.71284,-1.01262,Loam
1936,2204,0.1384,Yes,41.8,1.12,barley.winter,1,0,0,0,1,1,1,168.6,479.035,-310.435,13.92857,27.82643,0.03029,Loam
2424,2717,0.1209,Yes,41.8,1.12,barley.winter,4,0,0,0,1,1,1,110.5,489.907,-379.407,15.94286,28.29299,0.10959,Loam
2693,3136,0.1645,Yes,41.8,1.12,barley.winter,6,0,0,0,1,1,1,351.6,482.491,-130.891,15.87143,27.58309,1.11203,Loam
2475,2349,-0.0509,No,41.8,1.12,barley.winter,7,0,0,0,1,1,1,342.2,481.439,-139.239,16.25714,25.40583,2.79712,Loam
3740,2953,-0.2104,No,41.8,1.12,barley.winter,8,0,0,0,1,1,1,201.1,482.803,-281.703,16.21429,28.46006,2.45313,Loam
3046,2032,-0.3329,No,41.8,1.12,barley.winter,9,0,0,0,1,1,1,240.7,484.196,-243.496,15.78571,27.16659,0.12838,Loam
3089,3248,0.0515,Yes,41.8,1.12,barley.winter,12,0,0,0,1,1,1,215.3,475.366,-260.066,15.17143,28.85815,-1.6621,Loam
3559,3701,0.0399,Yes,41.8,1.12,barley.winter,14,0,0,0,1,1,1,303.2,480.802,-177.602,14.88571,29.56164,2.25824,Loam
1401,1401,0,No,41.68,1.2,barley.winter,3,0,0,0,1,1,1,64.9,518.498,-453.598,14.57143,26.00383,3.18793,Clay loam
3784,4086,0.0798,Yes,41.68,1.2,barley.winter,4,0,0,0,1,1,1,318.1,529.182,-211.082,14.17143,27.52602,2.47763,Clay loam
3296,3136,-0.0485,No,41.68,1.2,barley.winter,6,0,0,0,1,1,1,223.5,528.828,-305.328,14.74286,27.58691,3.67522,Clay loam
2463,2775,0.1267,Yes,41.68,1.2,barley.winter,7,0,0,0,1,1,1,289.5,527.833,-238.333,14.25714,26.79505,1.79978,Clay loam
2481,2657,0.0709,Yes,41.68,1.2,barley.winter,8,0,0,0,1,1,1,158.4,536.065,-377.665,14.21429,27.61798,-0.5281,Clay loam
2692,3600,0.3373,Yes,41.68,1.2,barley.winter,9,0,0,0,1,1,1,247.7,542.54,-294.84,15.24286,29.01866,3.79649,Clay loam
